A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q25: Neighbors: Unmarried couples living together,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q65: Confidence: Armed Forces,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q69: Confidence: The Police,Q70: Confidence: Justice System/Courts,Q71: Confidence: The Government,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q77: Confidence: Major Companies,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q83: Confidence: The United Nations (UN),Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q153: Aims of country: second choice,Q154: Aims of respondent: first choice,Q155: Aims of respondent: second choice,Q156: Most important: first choice,Q157: Most important: second choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,"Q163: The world is better off, or worse off, because of science and technology",Q164: Importance of God
2023,India,IN-BR Bihar,Rural,Female,16-24,Hindi,Single,Higher,Lower class,Very important,Not very important,Very important,Not very important,Rather important,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Disagree,Disagree,Agree,Disagree,Agree,Don't mind,Don't mind,Don't mind,Do not trust very much,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Do not trust very much,Not very much,Quite a lot,None at all,A great deal,Quite a lot,Not very much,Quite a lot,None at all,Not very much,Quite a lot,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,9,5,9,9,5,Economy growth and creating jobs,No,Making sure this country has strong defence forces,Making sure this country has strong defence forces,Don't know,Don't know,Don't know,A stable economy,Completely agree,2,6,9,9
2023,India,IN-UP Uttar Pradesh,Rural,Male,25-34,Hindi,Married,Lower,Lower middle class,Very important,Not at all important,Not at all important,Very important,Very important,Not mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Strongly disagree,Strongly disagree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Trust somewhat,Don't know,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,None at all,Quite a lot,None at all,None at all,Quite a lot,A great deal,Quite a lot,A great deal,Don't know,Don't know,Don't know,There should be greater incentives for individual effort,Private ownership of business should be increased,Don't know,Competition is harmful,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Don't know,Fighting rising prices,Don't know,Don't know,Don't know,Completely agree,Completely agree,Completely disagree,A lot better off,Very important
2023,India,IN-WB West Bengal,Rural,Male,16-24,Bengali; Bangla,Single,Middle,Upper middle class,Rather important,Rather important,Rather important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Don't know,Agree,Agree,Strongly disagree,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,A great deal,A great deal,Quite a lot,Quite a lot,Don't know,Quite a lot,Quite a lot,Quite a lot,Don't know,Don't know,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Don't know,9,9,6,Competition is good,7,Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Maintaining order in the nation,A stable economy,Progress toward a less impersonal and more humane  society,4,4,5,5,8
2023,India,IN-HR Haryana,Urban,Male,25-34,Hindi,Married,Middle,Lower middle class,Don't know,Not at all important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Don't know,Good thing,Good thing,Good thing,Trust completely,Do not trust very much,Do not trust at all,Do not trust at all,Do not trust at all,Don't know,A great deal,A great deal,Not very much,A great deal,A great deal,Not very much,Quite a lot,A great deal,Not very much,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,None at all,There should be greater incentives for individual effort,Government ownership of business should be increased,6,4,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Making sure this country has strong defence forces,Giving people more say in important government decisions,Protecting freedom of speech,The fight against crime,Progress toward a society in which Ideas count more than money,Completely agree,Completely agree,5,5,Very important
2023,India,IN-UP Uttar Pradesh,Rural,Male,35-44,Hindi,Married,Middle,Lower middle class,Very important,Not at all important,Rather important,Very important,Rather important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree strongly,Agree strongly,Good thing,Good thing,Good thing,Trust completely,Do not trust very much,Trust completely,Do not trust at all,Do not trust very much,Do not trust at all,Not very much,Quite a lot,Quite a lot,Quite a lot,None at all,None at all,None at all,Quite a lot,None at all,Quite a lot,Not very much,None at all,Quite a lot,Not very much,Not very much,None at all,There should be greater incentives for individual effort,6,8,3,6,Protecting environment,Yes,Making sure this country has strong defence forces,A high level of economic growth,Maintaining order in the nation,Fighting rising prices,The fight against crime,Progress toward a less impersonal and more humane  society,Completely agree,Completely agree,Completely agree,A lot better off,5
2023,India,IN-WB West Bengal,Urban,Female,16-24,Bengali; Bangla,Single,Higher,Upper middle class,Very important,Very important,Not at all important,Very important,Not very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Disagree,Disagree,Bad thing,Don't mind,Bad thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Incomes should be made more equal,Government ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,4,"In the long run, hard work usually brings a better life",Protecting environment,Yes,Trying to make our cities and countryside more beautiful,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,Fighting rising prices,The fight against crime,Progress toward a less impersonal and more humane  society,Completely disagree,Completely disagree,8,6,6
2023,India,IN-HR Haryana,Urban,Female,25-34,Hindi,Married,Middle,Lower middle class,Very important,Rather important,Rather important,Very important,Not very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Agree,Agree strongly,Good thing,Good thing,Good thing,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust at all,Trust somewhat,Trust somewhat,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,7,4,4,8,2,Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Fighting rising prices,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,Progress toward a society in which Ideas count more than money,6,8,Completely agree,A lot better off,Very important
2023,India,IN-DL Delhi,Urban,Male,55-64,Hindi,Married,Middle,Lower middle class,Not very important,Rather important,Rather important,Rather important,Not very important,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Bad thing,Bad thing,Bad thing,Trust completely,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Not very much,A great deal,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,A great deal,A great deal,Quite a lot,Don't know,8,3,8,3,3,Economy growth and creating jobs,Yes,A high level of economic growth,Making sure this country has strong defence forces,Fighting rising prices,Protecting freedom of speech,A stable economy,The fight against crime,8,8,3,8,9
2023,India,IN-WB West Bengal,Urban,Male,25-34,Bengali; Bangla,Married,Higher,Lower middle class,Rather important,Rather important,Rather important,Very important,Not very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Don't know,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree,Disagree,Disagree,Disagree,Agree strongly,Bad thing,Good thing,Don't know,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust very much,Trust somewhat,Trust somewhat,Quite a lot,A great deal,Quite a lot,A great deal,Not very much,Not very much,A great deal,Not very much,None at all,None at all,Not very much,None at all,Quite a lot,Quite a lot,Not very much,Quite a lot,9,5,8,2,4,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,A high level of economic growth,Maintaining order in the nation,Fighting rising prices,The fight against crime,A stable economy,4,3,3,3,5
2023,India,IN-UP Uttar Pradesh,Rural,Female,35-44,Hindi,Married,Middle,Working class,Very important,Very important,Very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Agree,Agree strongly,Agree strongly,Good thing,Don't mind,Good thing,Trust completely,Trust somewhat,Trust completely,Trust completely,Trust somewhat,Trust completely,A great deal,A great deal,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,2,2,2,2,2,Economy growth and creating jobs,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,Progress toward a less impersonal and more humane  society,2,Completely disagree,2,2,2
2023,India,IN-UP Uttar Pradesh,Urban,Female,16-24,Hindi,Married,Higher,Upper middle class,Very important,Not very important,Not at all important,Rather important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Bad thing,Good thing,Don't mind,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,A great deal,A great deal,A great deal,Quite a lot,Not very much,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,Quite a lot,9,6,People should take more responsibility to provide for themselves,Competition is harmful,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,Progress toward a society in which Ideas count more than money,A stable economy,Completely agree,Completely agree,7,4,Very important
2023,India,IN-WB West Bengal,Urban,Female,45-54,Bengali; Bangla,Married,Lower,Lower middle class,Not very important,Rather important,Not at all important,Rather important,Rather important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Disagree,Disagree,Agree,Don't know,Don't mind,Good thing,Good thing,Trust completely,Do not trust very much,Trust somewhat,Do not trust at all,Do not trust very much,Do not trust very much,A great deal,A great deal,Quite a lot,Quite a lot,Don't know,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Don't know,Don't know,Don't know,Don't know,Don't know,4,8,5,2,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,A high level of economic growth,Fighting rising prices,Giving people more say in important government decisions,A stable economy,The fight against crime,Completely agree,Completely agree,6,3,Very important
2023,India,IN-HR Haryana,Urban,Male,65 and more years,Hindi,Married,Middle,Lower middle class,Not very important,Rather important,Not at all important,Rather important,Very important,Don't know,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Don't know,Mentioned,Mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Agree strongly,Good thing,Good thing,Don't mind,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust completely,Trust completely,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,Quite a lot,A great deal,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,Don't know,Don't know,Don't know,Don't know,There should be greater incentives for individual effort,Private ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,Competition is good,"In the long run, hard work usually brings a better life",Protecting environment,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Seeing that people have more say about how  are done at their jobs and in their communities,Giving people more say in important government decisions,Fighting rising prices,Progress toward a less impersonal and more humane society,The fight against crime,5,Completely agree,Completely disagree,4,Very important
