V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,N_REGION_ISO: Region (ISO),V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective),Counts
2011,-4,US-TX Texas,Female,24,English,Living together as married,Middle,Working class,1
2011,-4,US-TX Texas,Female,24,English,Single,Higher,Working class,1
2011,-4,US-TX Texas,Female,27,Spanish; Castilian,Married,Middle,Working class,2
2011,-4,US-TX Texas,Female,29,English,Married,Higher,Working class,2
2011,-4,US-TX Texas,Female,30,Spanish; Castilian,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,30,Spanish; Castilian,Married,Middle,Working class,1
2011,-4,US-TX Texas,Female,31,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,31,English,Single,Higher,Working class,1
2011,-4,US-TX Texas,Female,31,Spanish; Castilian,Married,Middle,Upper middle class,1
2011,-4,US-TX Texas,Female,32,English,Living together as married,Higher,Lower middle class,2
2011,-4,US-TX Texas,Female,32,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,32,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,32,Spanish; Castilian,Married,Lower,Working class,1
2011,-4,US-TX Texas,Female,32,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,33,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,33,English,Single,Middle,Working class,1
2011,-4,US-TX Texas,Female,33,Spanish; Castilian,Married,Lower,Lower middle class,1
2011,-4,US-TX Texas,Female,34,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Female,34,No answer,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,34,Spanish; Castilian,Married,Lower,Lower middle class,1
2011,-4,US-TX Texas,Female,34,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,35,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,36,Spanish; Castilian,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,36,Spanish; Castilian,Married,Lower,Working class,1
2011,-4,US-TX Texas,Female,37,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,38,English,Divorced,Middle,Working class,1
2011,-4,US-TX Texas,Female,38,English,Married,Middle,Upper middle class,1
2011,-4,US-TX Texas,Female,38,Spanish; Castilian,Married,Lower,Lower middle class,1
2011,-4,US-TX Texas,Female,39,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Female,40,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,40,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,41,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,41,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,42,English,Married,Higher,Upper middle class,2
2011,-4,US-TX Texas,Female,44,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Female,45,Spanish; Castilian,Married,Higher,Working class,1
2011,-4,US-TX Texas,Female,45,Spanish; Castilian,Married,Middle,Upper middle class,1
2011,-4,US-TX Texas,Female,46,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,46,English,Married,Middle,Working class,1
2011,-4,US-TX Texas,Female,47,English,Married,Middle,Working class,1
2011,-4,US-TX Texas,Female,47,Spanish; Castilian,Separated,Middle,Lower class,1
2011,-4,US-TX Texas,Female,48,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,48,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Female,49,English,Married,Higher,Upper class,1
2011,-4,US-TX Texas,Female,50,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,51,English,Married,Middle,Working class,1
2011,-4,US-TX Texas,Female,52,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,53,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,54,English,Living together as married,Higher,Working class,1
2011,-4,US-TX Texas,Female,54,English,Married,Higher,Upper middle class,2
2011,-4,US-TX Texas,Female,54,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,54,English,Married,Middle,Working class,1
2011,-4,US-TX Texas,Female,55,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,55,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,56,English,Divorced,Higher,Working class,1
2011,-4,US-TX Texas,Female,57,English,Married,Middle,Working class,1
2011,-4,US-TX Texas,Female,58,English,Married,Middle,Working class,1
2011,-4,US-TX Texas,Female,61,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,61,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Female,62,English,Living together as married,Higher,Working class,1
2011,-4,US-TX Texas,Female,62,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Female,63,English,Separated,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,63,Spanish; Castilian,Married,Lower,Lower middle class,1
2011,-4,US-TX Texas,Female,64,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,64,English,Widowed,Middle,No answer,1
2011,-4,US-TX Texas,Female,64,Spanish; Castilian,Separated,Lower,Working class,1
2011,-4,US-TX Texas,Female,65,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,65,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,66,English,Divorced,Middle,Lower class,1
2011,-4,US-TX Texas,Female,66,English,Married,Middle,Lower class,1
2011,-4,US-TX Texas,Female,67,English,Married,Middle,Working class,1
2011,-4,US-TX Texas,Female,67,English,Widowed,Middle,Working class,1
2011,-4,US-TX Texas,Female,68,English,Divorced,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,68,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,68,English,Widowed,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,68,English,Widowed,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,69,English,Divorced,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,69,Spanish; Castilian,Married,Middle,Upper middle class,1
2011,-4,US-TX Texas,Female,70,English,Married,Higher,Upper middle class,2
2011,-4,US-TX Texas,Female,70,Spanish; Castilian,Married,Lower,Working class,1
2011,-4,US-TX Texas,Female,71,Spanish; Castilian,Married,Lower,Upper middle class,1
2011,-4,US-TX Texas,Female,73,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,73,Other,Widowed,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,74,English,Divorced,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,74,English,Widowed,Middle,Working class,1
2011,-4,US-TX Texas,Female,75,English,Widowed,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,77,English,Widowed,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,82,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Male,19,English,Single,Higher,Upper middle class,1
2011,-4,US-TX Texas,Male,20,No answer,Single,Middle,No answer,1
2011,-4,US-TX Texas,Male,20,Spanish; Castilian,Separated,Middle,Upper class,1
2011,-4,US-TX Texas,Male,21,English,Single,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,21,French,Single,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,22,Spanish; Castilian,Separated,Middle,Working class,1
2011,-4,US-TX Texas,Male,24,English,Married,Higher,Lower class,1
2011,-4,US-TX Texas,Male,25,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,27,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,27,English,Single,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,27,Spanish; Castilian,Single,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,28,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,28,English,Single,Middle,Working class,1
2011,-4,US-TX Texas,Male,29,No answer,Married,Higher,No answer,1
2011,-4,US-TX Texas,Male,30,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Male,30,English,Single,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,32,Spanish; Castilian,Married,Lower,Upper middle class,1
2011,-4,US-TX Texas,Male,32,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,33,Spanish; Castilian,Married,Middle,Lower class,1
2011,-4,US-TX Texas,Male,34,English,Living together as married,Middle,No answer,1
2011,-4,US-TX Texas,Male,35,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,35,No answer,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,35,Spanish; Castilian,Living together as married,Middle,Working class,1
2011,-4,US-TX Texas,Male,36,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Male,37,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,37,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,38,English,Separated,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,38,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,40,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Male,41,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,41,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,42,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,42,English,Married,Higher,Upper class,1
2011,-4,US-TX Texas,Male,43,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,43,English,Single,Higher,Working class,1
2011,-4,US-TX Texas,Male,44,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,44,English,Single,Higher,Upper middle class,1
2011,-4,US-TX Texas,Male,46,English,Single,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,47,English,Living together as married,Middle,Upper middle class,1
2011,-4,US-TX Texas,Male,47,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,47,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Male,47,English,Single,Middle,Working class,2
2011,-4,US-TX Texas,Male,48,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,49,English,Living together as married,Middle,Working class,1
2011,-4,US-TX Texas,Male,49,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Male,50,English,Widowed,Higher,Working class,1
2011,-4,US-TX Texas,Male,51,English,Married,Middle,Upper middle class,1
2011,-4,US-TX Texas,Male,51,Other,Living together as married,Lower,Lower class,1
2011,-4,US-TX Texas,Male,52,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Male,52,Spanish; Castilian,Married,Lower,Working class,1
2011,-4,US-TX Texas,Male,53,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Male,53,Spanish; Castilian,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Male,54,English,Divorced,Middle,Working class,1
2011,-4,US-TX Texas,Male,56,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,56,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,58,English,Divorced,Middle,Working class,1
2011,-4,US-TX Texas,Male,58,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,59,English,Married,Higher,Lower middle class,3
2011,-4,US-TX Texas,Male,59,English,Married,Middle,Upper middle class,1
2011,-4,US-TX Texas,Male,62,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Male,64,English,Single,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,65,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,65,English,Married,Middle,Working class,1
2011,-4,US-TX Texas,Male,68,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,69,English,Married,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,70,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,71,Spanish; Castilian,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Male,73,English,Married,Lower,Upper middle class,1
2011,-4,US-TX Texas,Male,75,English,Divorced,Higher,Lower middle class,1
2011,-4,US-TX Texas,Male,75,English,Divorced,Middle,Upper middle class,1
2011,-4,US-TX Texas,Male,78,English,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Male,79,English,Married,Higher,Upper middle class,1
2011,-4,US-TX Texas,Male,80,English,Married,Middle,Upper middle class,1
2011,-4,US-TX Texas,Male,80,English,Widowed,Middle,Upper middle class,1
2011,-4,US-TX Texas,Male,83,English,Married,Middle,Upper middle class,1
2011,-4,US-TX Texas,Male,89,English,Married,Higher,Upper middle class,1
2011,-4,US-UT Utah,Female,19,English,Single,Higher,Lower middle class,1
2011,-4,US-UT Utah,Female,23,English,Married,Higher,Lower middle class,1
2011,-4,US-UT Utah,Female,31,English,Married,Higher,Upper middle class,1
2011,-4,US-UT Utah,Female,35,English,Separated,Middle,Working class,1
2011,-4,US-UT Utah,Female,47,English,Married,Higher,Lower middle class,1
2011,-4,US-UT Utah,Female,50,English,Married,Higher,Lower middle class,1
2011,-4,US-UT Utah,Female,55,English,Married,Higher,Upper middle class,1
2011,-4,US-UT Utah,Female,64,English,Married,Higher,Working class,1
2011,-4,US-UT Utah,Female,68,English,Married,Higher,Lower middle class,1
2011,-4,US-UT Utah,Male,19,English,Single,Middle,Lower middle class,1
2011,-4,US-UT Utah,Male,33,English,Married,Higher,Lower middle class,1
2011,-4,US-UT Utah,Male,33,English,Married,Higher,Upper middle class,1
2011,-4,US-UT Utah,Male,73,English,Widowed,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Female,20,Other,Single,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Female,21,English,Single,Middle,Upper middle class,1
2011,-4,US-VA Virginia,Female,24,English,Living together as married,Middle,Lower class,1
2011,-4,US-VA Virginia,Female,25,No answer,Single,Higher,No answer,1
2011,-4,US-VA Virginia,Female,26,English,Married,Middle,Working class,1
2011,-4,US-VA Virginia,Female,26,English,Single,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Female,29,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Female,31,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Female,31,English,Single,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Female,33,English,Married,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Female,37,English,Living together as married,Higher,Working class,1
2011,-4,US-VA Virginia,Female,40,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Female,41,English,Divorced,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Female,43,English,Married,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Female,44,English,Divorced,Middle,Working class,1
2011,-4,US-VA Virginia,Female,44,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Female,46,English,Married,Middle,Working class,1
2011,-4,US-VA Virginia,Female,47,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Female,47,Other,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Female,50,English,Married,Higher,Working class,1
2011,-4,US-VA Virginia,Female,54,English,Married,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Female,55,English,Divorced,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Female,61,English,Living together as married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Female,61,No answer,Living together as married,Higher,No answer,1
2011,-4,US-VA Virginia,Female,62,English,Married,Middle,Upper middle class,1
2011,-4,US-VA Virginia,Female,66,English,Married,Middle,Working class,1
2011,-4,US-VA Virginia,Female,70,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,19,English,Single,Middle,Upper middle class,1
2011,-4,US-VA Virginia,Male,20,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-VA Virginia,Male,21,English,Single,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,25,English,Living together as married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,25,English,Married,Higher,Working class,1
2011,-4,US-VA Virginia,Male,31,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,35,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,37,English,Married,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Male,41,English,Married,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Male,42,English,Married,Middle,Lower class,1
2011,-4,US-VA Virginia,Male,43,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,46,English,Living together as married,Middle,Working class,1
2011,-4,US-VA Virginia,Male,47,English,Living together as married,Middle,Working class,1
2011,-4,US-VA Virginia,Male,52,English,Divorced,Middle,Working class,1
2011,-4,US-VA Virginia,Male,52,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,53,English,Divorced,Middle,Working class,2
2011,-4,US-VA Virginia,Male,53,English,Single,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Male,56,Standard Chinese; Mandarin; Putonghua; Guoyu,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,60,English,Married,Higher,Lower middle class,1
2011,-4,US-VA Virginia,Male,60,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,64,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,65,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,66,English,Married,Higher,Upper middle class,1
2011,-4,US-VA Virginia,Male,66,English,Married,Middle,Working class,1
2011,-4,US-VA Virginia,Male,67,English,Married,Middle,Lower middle class,1
2011,-4,US-VA Virginia,Male,74,English,Widowed,Higher,Working class,1
2011,-4,US-VA Virginia,Male,83,English,Married,Higher,Upper middle class,1
2011,-4,US-VT Vermont,Male,41,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-WA Washington,Female,18,Standard Chinese; Mandarin; Putonghua; Guoyu,Single,Middle,Lower middle class,1
2011,-4,US-WA Washington,Female,22,English,Single,Higher,Working class,1
2011,-4,US-WA Washington,Female,23,English,Living together as married,Higher,Lower class,1
2011,-4,US-WA Washington,Female,24,Spanish; Castilian,Married,Higher,Upper middle class,1
2011,-4,US-WA Washington,Female,33,English,Married,Higher,Upper middle class,1
2011,-4,US-WA Washington,Female,39,Spanish; Castilian,Married,Middle,Upper middle class,1
2011,-4,US-WA Washington,Female,40,English,Divorced,Higher,Lower middle class,1
2011,-4,US-WA Washington,Female,46,English,Married,Middle,Upper middle class,1
2011,-4,US-WA Washington,Female,48,English,Married,Higher,Upper middle class,1
2011,-4,US-WA Washington,Female,49,English,Married,Higher,Upper middle class,2
2011,-4,US-WA Washington,Female,55,English,Married,Middle,Working class,1
2011,-4,US-WA Washington,Female,55,English,Single,Higher,Lower class,1
2011,-4,US-WA Washington,Female,56,English,Married,Higher,Working class,1
2011,-4,US-WA Washington,Female,57,English,Living together as married,Higher,Upper middle class,1
2011,-4,US-WA Washington,Female,57,English,Married,Higher,Working class,1
2011,-4,US-WA Washington,Female,60,Spanish; Castilian,Married,Middle,Working class,1
2011,-4,US-WA Washington,Female,64,English,Living together as married,Middle,Upper middle class,1
2011,-4,US-WA Washington,Female,67,English,Married,Higher,Lower class,1
2011,-4,US-WA Washington,Female,69,English,Single,Higher,Working class,1
2011,-4,US-WA Washington,Female,71,English,Divorced,Higher,Working class,1
2011,-4,US-WA Washington,Female,73,English,Divorced,Middle,Upper middle class,1
2011,-4,US-WA Washington,Female,79,English,Married,Higher,Upper middle class,1
2011,-4,US-WA Washington,Female,81,English,Widowed,Middle,Lower class,1
2011,-4,US-WA Washington,Male,19,English,Single,Higher,Upper middle class,1
2011,-4,US-WA Washington,Male,20,English,Single,Middle,Lower class,1
2011,-4,US-WA Washington,Male,20,Japanese,Single,Middle,No answer,1
2011,-4,US-WA Washington,Male,23,English,Single,Higher,Upper middle class,1
2011,-4,US-WA Washington,Male,25,English,Married,Higher,Working class,1
2011,-4,US-WA Washington,Male,28,English,Single,Middle,Upper middle class,1
2011,-4,US-WA Washington,Male,36,No answer,Separated,Higher,No answer,1
2011,-4,US-WA Washington,Male,42,English,Married,Higher,Lower middle class,1
2011,-4,US-WA Washington,Male,46,English,Married,Higher,Lower middle class,2
2011,-4,US-WA Washington,Male,53,English,Married,Middle,Working class,1
2011,-4,US-WA Washington,Male,54,English,Divorced,Higher,Lower middle class,1
2011,-4,US-WA Washington,Male,55,English,Married,Middle,Lower middle class,1
2011,-4,US-WA Washington,Male,55,English,Married,Middle,Upper middle class,1
2011,-4,US-WA Washington,Male,59,English,Widowed,Middle,Upper middle class,1
2011,-4,US-WA Washington,Male,61,English,Married,Higher,Upper middle class,1
2011,-4,US-WA Washington,Male,69,English,Married,Higher,Lower middle class,1
2011,-4,US-WA Washington,Male,71,English,Married,Higher,Upper middle class,1
2011,-4,US-WA Washington,Male,72,English,Married,Higher,Lower middle class,1
2011,-4,US-WA Washington,Male,74,English,Married,Higher,Upper middle class,1
2011,-4,US-WA Washington,Male,77,English,Living together as married,Higher,Working class,1
2011,-4,US-WI Wisconsin,Female,18,English,Single,Middle,Lower class,1
2011,-4,US-WI Wisconsin,Female,23,English,Married,Higher,Working class,1
2011,-4,US-WI Wisconsin,Female,31,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Female,31,English,Married,Higher,Lower class,1
2011,-4,US-WI Wisconsin,Female,37,English,Married,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Female,37,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Female,38,English,Married,Middle,Upper middle class,1
2011,-4,US-WI Wisconsin,Female,40,English,Single,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Female,43,English,Married,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Female,44,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Female,47,English,Married,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Female,48,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Female,53,English,Married,Higher,Working class,1
2011,-4,US-WI Wisconsin,Female,55,English,Married,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Female,56,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Female,56,English,Married,Middle,Working class,1
2011,-4,US-WI Wisconsin,Female,57,English,Married,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Female,58,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Female,60,English,Married,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Female,60,English,Married,Middle,Working class,1
2011,-4,US-WI Wisconsin,Female,62,English,Married,Higher,Working class,1
2011,-4,US-WI Wisconsin,Female,69,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Female,70,English,Divorced,Middle,Working class,1
2011,-4,US-WI Wisconsin,Female,73,English,Widowed,Middle,Lower middle class,1
2011,-4,US-WI Wisconsin,Female,80,English,Widowed,Middle,Working class,1
2011,-4,US-WI Wisconsin,Male,21,English,Married,Higher,Working class,1
2011,-4,US-WI Wisconsin,Male,25,No answer,Single,Higher,No answer,1
2011,-4,US-WI Wisconsin,Male,28,English,Married,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Male,28,English,Single,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Male,34,English,Married,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Male,36,English,Married,Middle,No answer,1
2011,-4,US-WI Wisconsin,Male,37,English,Single,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Male,38,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-WI Wisconsin,Male,39,English,Single,Higher,Working class,1
2011,-4,US-WI Wisconsin,Male,43,English,Divorced,Middle,Upper middle class,1
2011,-4,US-WI Wisconsin,Male,43,English,Married,Middle,Lower middle class,1
2011,-4,US-WI Wisconsin,Male,43,English,Married,Middle,Working class,1
2011,-4,US-WI Wisconsin,Male,44,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Male,44,English,Single,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Male,46,English,Married,Higher,Working class,1
2011,-4,US-WI Wisconsin,Male,46,English,Married,Middle,Lower middle class,1
2011,-4,US-WI Wisconsin,Male,47,English,Married,Middle,Lower middle class,1
2011,-4,US-WI Wisconsin,Male,48,English,Divorced,Middle,Working class,1
2011,-4,US-WI Wisconsin,Male,51,English,Single,Middle,Working class,1
2011,-4,US-WI Wisconsin,Male,53,English,Married,Higher,Lower class,1
2011,-4,US-WI Wisconsin,Male,53,English,Single,Middle,Working class,1
2011,-4,US-WI Wisconsin,Male,56,English,Single,Higher,Lower middle class,1
2011,-4,US-WI Wisconsin,Male,57,English,Married,Higher,Working class,1
2011,-4,US-WI Wisconsin,Male,58,English,Married,Middle,Working class,1
2011,-4,US-WI Wisconsin,Male,60,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Male,61,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Male,63,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Male,65,English,Divorced,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Male,69,English,Married,Middle,Lower middle class,1
2011,-4,US-WI Wisconsin,Male,71,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Male,72,English,Married,Middle,Lower middle class,2
2011,-4,US-WI Wisconsin,Male,73,English,Married,Higher,Upper middle class,1
2011,-4,US-WI Wisconsin,Male,73,English,Married,Middle,Working class,1
2011,-4,US-WY Wyoming,Female,29,English,Married,Higher,Lower middle class,1
2011,-4,US-WY Wyoming,Female,36,English,Married,Middle,Working class,1
2011,-4,US-WY Wyoming,Female,47,English,Married,Middle,Upper middle class,1
2011,-4,US-WY Wyoming,Female,52,English,Married,Higher,Upper middle class,1
2011,-4,US-WY Wyoming,Female,55,English,Married,Higher,Lower middle class,1
2011,-4,US-WY Wyoming,Female,61,English,Married,Middle,Upper middle class,1
2011,-4,US-WY Wyoming,Female,64,English,Married,Middle,Working class,1
2011,-4,US-WY Wyoming,Male,20,No answer,Single,Higher,No answer,1
2011,-4,US-WY Wyoming,Male,28,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-WY Wyoming,Male,29,No answer,Married,Middle,Lower middle class,1
2011,-4,US-WY Wyoming,Male,36,English,Divorced,Middle,Working class,1
2011,-4,US-WY Wyoming,Male,38,English,Married,Middle,Working class,1
2011,-4,US-WY Wyoming,Male,46,English,Single,Higher,Working class,1
2011,-4,US-WY Wyoming,Male,47,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-WY Wyoming,Male,50,English,Divorced,Middle,Lower middle class,1
2011,-4,US-WY Wyoming,Male,50,English,Married,Higher,Working class,1
2011,-4,US-WY Wyoming,Male,57,English,Married,Higher,Upper middle class,1
2011,-4,US-WY Wyoming,Male,58,English,Single,Middle,Lower class,1
2011,-4,US-WY Wyoming,Male,63,English,Married,Higher,Upper middle class,1
