A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q25: Neighbors: Unmarried couples living together,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q33: Jobs scarce: Men should have more right to a job than women,Q34: Jobs scarce: Employers should give priority to (nation) people than immigrants,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q65: Confidence: Armed Forces,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q69: Confidence: The Police,Q70: Confidence: Justice System/Courts,Q71: Confidence: The Government,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q77: Confidence: Major Companies,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q83: Confidence: The United Nations (UN),Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q154: Aims of respondent: first choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,"Q163: The world is better off, or worse off, because of science and technology",Q177: Justifiable: Claiming government benefits to which you are not entitled,Q178: Justifiable: Avoiding a fare on public transport,Q180: Justifiable: Cheating on taxes,Q181: Justifiable: Someone accepting a bribe in the course of their duties,Q182: Justifiable: Homosexuality,Q184: Justifiable: Abortion,Q185: Justifiable: Divorce,Q187: Justifiable: Suicide,Q189: Justifiable: For a man to beat his wife,Q235: Political system: Having a strong leader who does not have to bother with parliament and elections,"Q236: Political system: Having experts, not government, make decisions according to what they think is best for the country",Q237: Political system: Having the army rule,Q238: Political system: Having a democratic political system,Q241: Democracy: Governments tax the rich and subsidize the poor,Q242: Democracy: Religious authorities interpret the laws,Q243: Democracy: People choose their leaders in free elections,Q244: Democracy: People receive state aid for unemployment,Q245: Democracy: The army takes over when government is incompetent,Q246: Democracy: Civil rights protect people’s liberty against oppression,Q249: Democracy: Women have the same rights as men,Q250: Importance of democracy,Q251: How democratically is this country being governed today,Q253: Respect for individual human rights nowadays,Q254: National pride
2018,Iraq,IQ-BG Baghdad,Urban,Male,45-54,Arabic,Married,Lower,Lower class,Very important,Rather important,Not very important,Not very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Strongly disagree,Strongly disagree,Agree strongly,Disagree,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust at all,Trust completely,Do not trust at all,A great deal,A great deal,A great deal,A great deal,Don't know,Not very much,None at all,None at all,None at all,None at all,None at all,Don't know,Don't know,Don't know,Don't know,Don't know,2,3,9,3,9,Protecting environment,Yes,Trying to make our cities and countryside more beautiful,Fighting rising prices,2,2,2,9,3,3,3,Never justifiable,Never justifiable,3,6,Never justifiable,2,Very good,Very good,Very bad,Very good,9,2,9,2,Not an essential characteristic of democracy,6,An essential characteristic of democracy,9,2,No respect at all,Very proud
2018,Iraq,IQ-BG Baghdad,Urban,Female,35-44,Arabic,Married,Lower,Lower middle class,Not at all important,Rather important,Not at all important,Not at all important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Strongly disagree,Agree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust at all,Do not trust at all,Don't know,A great deal,Not very much,A great deal,Don't know,Quite a lot,Quite a lot,Not very much,Don't know,Quite a lot,Don't know,Don't know,Don't know,A great deal,Quite a lot,Don't know,3,9,9,9,9,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,9,9,5,6,3,2,3,3,3,3,5,3,3,Fairly good,Very good,Fairly bad,Fairly good,9,6,9,8,5,4,9,5,5,Not much respect,Very proud
2018,Iraq,IQ-BG Baghdad,Urban,Female,16-24,Arabic,Married,Lower,Working class,Not very important,Not very important,Very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Do not trust at all,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,None at all,A great deal,None at all,Not very much,None at all,A great deal,A great deal,None at all,None at all,None at all,None at all,Don't know,A great deal,Don't know,Don't know,No answer,Incomes should be made more equal,Private ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is good,Hard work doesn't generally bring success - it's more a matter of luck and connections,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Giving people more say in important government decisions,Completely agree,Completely agree,Completely disagree,A lot better off,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,5,Never justifiable,Never justifiable,Very good,Very good,Very good,Very good,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Absolutely important,Not at all democratic,No respect at all,Very proud
2018,Iraq,IQ-BG Baghdad,Urban,Female,55-64,Arabic,Married,Lower,Lower middle class,Very important,Not at all important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Don't know,Don't know,Good thing,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,A great deal,Quite a lot,Don't know,Don't know,Don't know,Don't know,Quite a lot,Don't know,Don't know,Incomes should be made more equal,Private ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is good,"In the long run, hard work usually brings a better life",Protecting environment,No,A high level of economic growth,Fighting rising prices,Completely agree,Completely agree,Completely disagree,8,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Very good,Fairly good,Fairly good,Very bad,An essential characteristic of democracy,Not an essential characteristic of democracy,Not an essential characteristic of democracy,Not an essential characteristic of democracy,Not an essential characteristic of democracy,Not an essential characteristic of democracy,Not an essential characteristic of democracy,Not at all important,Not at all democratic,Not much respect,Quite proud
2018,Iraq,IQ-BG Baghdad,Urban,Female,16-24,Arabic,Married,Middle,Lower middle class,Very important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Disagree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Not very much,A great deal,Not very much,A great deal,Not very much,A great deal,A great deal,Not very much,Not very much,Not very much,Quite a lot,Not very much,A great deal,A great deal,A great deal,Not very much,3,8,7,8,4,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Giving people more say in important government decisions,3,3,3,5,4,4,3,4,5,4,5,5,5,Very good,Fairly good,Fairly good,Fairly good,4,4,8,4,8,7,5,4,4,Not much respect,Very proud
2018,Iraq,IQ-BG Baghdad,Urban,Female,16-24,Arabic,Married,Higher,Working class,Not at all important,Not at all important,Not at all important,Very important,Rather important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Do not trust at all,Do not trust at all,Do not trust at all,Trust completely,Do not trust at all,Not very much,Not very much,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Not very much,Quite a lot,None at all,None at all,Quite a lot,Don't know,2,3,9,9,2,Economy growth and creating jobs,No,A high level of economic growth,Fighting rising prices,2,2,2,5,2,2,2,2,Never justifiable,3,7,Never justifiable,Never justifiable,Very bad,Very good,Very bad,Very good,8,2,2,5,9,7,5,Not at all important,3,No respect at all,Not at all proud
2018,Iraq,IQ-BG Baghdad,Urban,Female,35-44,Arabic,Married,Lower,Lower middle class,Very important,Rather important,Not very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,Trust somewhat,A great deal,A great deal,A great deal,A great deal,Quite a lot,Quite a lot,A great deal,Not very much,Not very much,Not very much,Quite a lot,Not very much,Don't know,A great deal,A great deal,Don't know,Incomes should be made more equal,9,People should take more responsibility to provide for themselves,Competition is harmful,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,Yes,A high level of economic growth,Protecting freedom of speech,Completely agree,9,7,9,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly good,Fairly bad,Fairly bad,Fairly bad,An essential characteristic of democracy,6,6,6,8,7,7,7,4,Not much respect,Very proud
2018,Iraq,IQ-BG Baghdad,Urban,Female,55-64,Arabic,Married,Lower,Lower middle class,Rather important,Rather important,Not at all important,Not at all important,Very important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Disagree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust very much,Don't know,Do not trust at all,Not very much,Quite a lot,Don't know,A great deal,Don't know,Don't know,Don't know,Don't know,Don't know,Not very much,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,3,9,9,9,9,Economy growth and creating jobs,Yes,A high level of economic growth,Maintaining order in the nation,5,9,6,4,3,3,3,4,2,3,9,3,3,Very good,Fairly good,Very bad,Fairly bad,9,6,9,8,3,4,9,9,4,No respect at all,Quite proud
2018,Iraq,IQ-BG Baghdad,Urban,Female,16-24,Arabic,Married,Lower,Lower class,Not at all important,Rather important,Not at all important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Do not trust at all,Do not trust at all,Trust completely,Do not trust at all,Quite a lot,A great deal,None at all,Quite a lot,Don't know,None at all,None at all,None at all,None at all,None at all,Quite a lot,Don't know,None at all,A great deal,A great deal,None at all,2,2,People should take more responsibility to provide for themselves,Competition is harmful,8,Protecting environment,Yes,A high level of economic growth,Maintaining order in the nation,Completely agree,9,6,5,7,2,2,Never justifiable,Never justifiable,2,7,Never justifiable,4,Fairly good,Very bad,Very good,Fairly bad,2,5,2,An essential characteristic of democracy,9,6,An essential characteristic of democracy,7,3,No respect at all,Very proud
2018,Iraq,IQ-BG Baghdad,Urban,Female,16-24,Arabic,Single,Middle,Upper middle class,Very important,Very important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Agree,Disagree,Disagree,Disagree,Disagree,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust completely,Trust completely,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,None at all,None at all,None at all,None at all,None at all,None at all,A great deal,A great deal,None at all,4,4,People should take more responsibility to provide for themselves,9,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,Completely agree,Completely agree,4,A lot better off,Always justifiable,4,4,4,4,4,5,4,5,Fairly good,Fairly bad,Fairly good,Fairly bad,4,9,9,9,8,8,8,4,4,Fairly much  respect,Very proud
2018,Iraq,IQ-BG Baghdad,Urban,Male,16-24,Arabic,Married,Lower,Lower middle class,Not very important,Not at all important,Not at all important,Very important,Not very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree strongly,Strongly disagree,Agree,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust at all,Do not trust at all,Do not trust at all,No answer,A great deal,None at all,A great deal,Not very much,A great deal,Not very much,None at all,None at all,None at all,Quite a lot,Don't know,A great deal,A great deal,A great deal,None at all,There should be greater incentives for individual effort,Private ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is harmful,Hard work doesn't generally bring success - it's more a matter of luck and connections,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,9,2,4,3,4,Never justifiable,3,Never justifiable,2,3,2,Never justifiable,Never justifiable,Very good,Very good,Very good,Very bad,Not an essential characteristic of democracy,2,5,Not an essential characteristic of democracy,An essential characteristic of democracy,6,2,9,2,No respect at all,Very proud
2018,Iraq,IQ-BG Baghdad,Urban,Male,25-34,Arabic,Single,Middle,Lower middle class,Rather important,Rather important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,Not very much,A great deal,Don't know,Quite a lot,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,3,9,9,9,9,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,8,9,6,9,3,3,3,3,3,6,9,2,6,Very good,Fairly good,Very bad,Fairly good,9,6,8,8,5,5,9,6,6,No respect at all,Very proud
2018,Iraq,IQ-BG Baghdad,Urban,Male,45-54,Arabic,Married,Lower,Lower middle class,Very important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Agree strongly,Disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Don't mind,Good thing,Trust completely,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,A great deal,A great deal,Not very much,None at all,Don't know,A great deal,Not very much,None at all,Not very much,None at all,Not very much,Don't know,None at all,None at all,Quite a lot,Don't know,Incomes should be made more equal,Government ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is good,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,Yes,Making sure this country has strong defence forces,Protecting freedom of speech,Completely disagree,Completely disagree,Completely disagree,A lot better off,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,8,Never justifiable,Never justifiable,Very good,Very good,Very bad,Very good,Not an essential characteristic of democracy,Not an essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Not an essential characteristic of democracy,An essential characteristic of democracy,Not at all important,Not at all democratic,Fairly much  respect,Very proud
2018,Iraq,IQ-BG Baghdad,Urban,Female,16-24,Arabic,Single,Lower,Lower class,Rather important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Disagree,Agree strongly,Disagree,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Do not trust very much,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust very much,None at all,A great deal,Not very much,None at all,None at all,Not very much,None at all,None at all,None at all,None at all,Not very much,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,5,9,9,9,9,Protecting environment,Yes,Making sure this country has strong defence forces,Giving people more say in important government decisions,9,9,4,9,3,3,3,3,3,9,9,2,3,Very good,Fairly bad,Very bad,Very bad,2,2,9,9,8,6,9,8,3,No respect at all,Very proud
